sno,district,mandal,village,lat_gis,long_gis,gwl,season,pH,EC,TDS,CO_-2 ,HCO_ - ,Cl -,F -,NO3- ,SO4-2,Na+,K+,Ca+2,Mg+2,T.H,SAR,Classification,RSC  meq  / L,Classification.1
122,MAHABUBABAD,Nellikudur,Nellikudur,17.5897,79.7597,4.65,post monsoon 2019,8.3,817,522.88,20,200,70,2.09,67.44159091,78,90,4,48,34.034,259.9424342,2.427035242,C3S1,-0.798848684,P.S.
123,MAHABUBABAD,Torrur,Torrur,17.5836,79.6611,3.01,post monsoon 2019,8.21,338,216.32,0,120,20,0.14,4.026363636,40,42,2,16,14.586,99.97532895,1.826312256,C2S1,0.400493421,P.S.
124,MAHABUBNAGAR,Bhoothpur,Elkicherla,16.623,78.116,10.05,post monsoon 2019,8.56,611,391.04,30,210,40,1.07,9.65522,12,58.16,1.46,56,14.586,199.9753289,1.788168137,C2S1,0.800493421,P.S.
125,MAHABUBNAGAR,CC Kunta,Damagnapur,16.4997,77.7554,3.79,post monsoon 2019,8.36,1774,1135.36,50,470,200,1.19,80.6078,27,181.5,3.1,80,82.654,539.8601974,3.396316373,C3S1,-0.397203947,P.S.
126,MAHABUBNAGAR,CC Kunta,Kurumurthy,16.441442,77.816757,19.73,post monsoon 2019,7.79,1268,811.52,,290,200,1.76,30.42723,19.25,77.44,20.41,136,24.31,439.9588816,1.605208547,C3S1,-2.999177632,P.S.
127,MAHABUBNAGAR,CC Kunta,Thirmalapur,16.48271,77.824269,5.57,post monsoon 2019,8.31,937,599.68,60,300,50,2.6,3.1003,22,146.6,2.8,40,14.586,159.9753289,5.039409245,C3S1,4.000493421,U.S.
128,MAHABUBNAGAR,Devarkadara,Devarakadra,16.6058,77.832836,10.76,post monsoon 2019,8.05,1113,712.32,,460,50,2.29,1.63873,14.5,161.1,2.5,16,43.758,219.9259868,4.723124893,C3S1,4.801480263,U.S.
129,MAHABUBNAGAR,Hanwada,Hanwada,16.808381,77.897252,18.58,post monsoon 2019,7.52,1597,1022.08,,440,200,0.7,40.52535,20.25,91.7,3.22,160,43.758,579.9259868,1.655599225,C3S1,-2.798519737,P.S.
130,MAHABUBNAGAR,Jadcherla,Jadcherla,16.774181,78.122404,16.68,post monsoon 2019,7.43,2140,1369.6,,440,390,1.51,40.3039,25.75,71.32,2.4,240,68.068,879.8848684,1.045371303,C3S1,-8.797697368,P.S.
131,MAHABUBNAGAR,Koilkonda,Dammaipally,16.759993,77.89946,7.21,post monsoon 2019,8.03,738,472.32,,250,50,0.91,30.64868,11,70.99,0.43,48,24.31,219.9588816,2.081127024,C2S1,0.600822368,P.S.
132,MAHABUBNAGAR,Mahabubnagar (R) ,Kodur,16.68,77.924,7.66,post monsoon 2019,7.95,1332,852.48,,400,140,1.19,49.1619,15,140.4,1,80,43.758,379.9259868,3.131769366,C3S1,0.401480263,P.S.
134,MAHABUBNAGAR,Midjil,Kothapalli,16.7506,78.2315,9.4,post monsoon 2019,7.92,3210,2054.4,,690,500,1.22,234.737,45,304.9,1.8,128,160.446,979.7286184,4.235226986,C4S1,-5.794572368,P.S.
135,MAHABUBNAGAR,Nawabpet,Nawabpet,16.888,78.0239,5.93,post monsoon 2019,7.95,2170,1388.8,,350,440,2.04,66.435,35,183.6,1,192,48.62,679.9177632,3.061375816,C3S1,-6.598355263,P.S.
136,MANCHERIAL,Bellampally,Bellampally I,19.072027,79.503111,13.3,post monsoon 2019,8.3,581,371.84,20,130,60,0.53,23.95686364,68,64,6,40,19.448,179.9671053,2.074223605,C2S1,-0.599342105,P.S.
137,MANCHERIAL,Chennur,Chennur I,18.852222,79.780222,5.9,post monsoon 2019,8.27,638,408.32,0,180,60,1.11,6.039545455,53,67,2,40,19.448,179.9671053,2.171452837,C2S1,0.000657895,P.S.
138,MANCHERIAL,Jaipur,Jaipur,18.844277,79.579972,1.57,post monsoon 2019,8.28,1620,1036.8,0,300,200,1.08,8.858,253,189,5,80,58.344,439.9013158,3.91792698,C3S1,-2.798026316,P.S.
139,MANCHERIAL,Mandamarri,Mandamarri,18.978679,79.477854,3.1,post monsoon 2019,8.28,1027,657.28,0,200,100,0.59,10.46854545,170,108,11,56,34.034,279.9424342,2.806477419,C3S1,-1.598848684,P.S.
140,MANCHERIAL,Tandur,Tandur ,19.157871,79.456254,9.08,post monsoon 2019,8.3,629,402.56,20,180,50,0.62,38.45177273,43,66,4,40,24.31,199.9588816,2.029297639,C2S1,0.000822368,P.S.
141,MANCHERIAL,Vemanpally,Neelwai,19.04799,79.81505,0.55,post monsoon 2019,8.27,388,248.32,0,130,30,0.74,1.207909091,30,37,5,24,14.586,119.9753289,1.468682477,C2S1,0.200493421,P.S.
142,MEDAK,Chegunta,Chegunta,17.9341,78.5186,15.5,post monsoon 2019,7.59,904,578.56,0,400,30,2.1,29.14282,8,96,3.02,80,19.448,279.9671053,2.494536676,C3S1,2.400657895,MR
143,MEDAK,Havelighanpur,Mutayapally,18.0845,78.2189,5.55,post monsoon 2019,7.57,684,437.76,0,270,30,1.09,9.96525,11,81,1.71,56,4.862,159.9917763,2.784250798,C2S1,2.200164474,MR
144,MEDAK,Kulcharam,Rangampet,17.9451,78.1176,35,post monsoon 2019,7.37,1055,675.2,0,410,80,0.57,16.16585,13,70,2.69,104,34.034,399.9424342,1.521848642,C3S1,0.201151316,P.S.
145,MEDAK,Medak,Medak,18.0528,78.2708,14.55,post monsoon 2019,6.98,2680,1715.2,0,510,530,0.72,46.0616,31,221,0.16,256,34.034,779.9424342,3.440591902,C4S1,-5.398848684,P.S.
146,MEDAK,Narasapur,Narasapur,17.735,78.2819,22.38,post monsoon 2019,7.01,1790,1145.6,0,420,270,0.85,77.5075,19,89,3.01,144,87.516,719.8519737,1.442250077,C3S1,-5.997039474,P.S.
147,MEDAK,Narasapur,Reddypally,17.7856,78.2633,21.75,post monsoon 2019,7.34,2600,1664,0,620,380,1.14,106.7389,38,209,5.4,184,92.378,839.84375,3.135589509,C4S1,-4.396875,P.S.
148,MEDAK,Papannapet,Papannapet,18.04217,78.085354,15.3,post monsoon 2019,7.58,1241,794.24,0,510,60,1,28.83279,20,69,1.82,112,53.482,499.9095395,1.341762169,C3S1,0.201809211,P.S.
149,MEDAK,Regode,T.lingampally,17.943349,77.827959,14.8,post monsoon 2019,7.86,2020,1292.8,0,480,260,0.93,140.8422,35,114,25.58,184,63.206,719.8930921,1.847323743,C3S1,-4.797861842,P.S.
150,MEDAK,Shankarampet ,Gavvalapalli,18.0517,77.9172,5.01,post monsoon 2019,7.91,1054,674.56,0,330,120,1.5,28.30131,16,78,0.91,88,38.896,379.9342105,1.73985304,C3S1,-0.998684211,P.S.
151,MEDAK,Shankarampet R,Shankarampet,17.971,78.372,12.15,post monsoon 2019,7.42,3120,1996.8,0,510,530,0.73,232.5225,51,322,2.9,224,58.344,799.9013158,4.950052785,C4S2,-5.798026316,P.S.
152,MEDAK,Shivampet,Shivampet,17.7863,78.37,19.75,post monsoon 2019,7.37,2500,1600,0,430,490,0.77,83.2652,35,109,3.83,304,38.896,919.9342105,1.562500903,C4S1,-9.798684211,P.S.
153,MEDAK,Shivampet,Gudur,17.7817,78.3674,21.1,post monsoon 2019,7.78,2050,1312,0,520,240,0.83,131.0984,40,145,6.7,216,38.896,699.9342105,2.382931486,C3S1,-3.598684211,P.S.
154,MEDAK,Shivampet,Usrikapally,17.8211,78.3949,17.5,post monsoon 2019,8.22,1556,995.84,0,340,250,1.32,74.4072,20,190,0.7,88,43.758,399.9259868,4.130816969,C3S1,-1.198519737,P.S.
155,MEDAK,Tekmal,Tekmal,17.9754,78.0304,28.5,post monsoon 2019,8.08,1126,720.64,0,460,70,0.72,23.73944,13,82,0.92,72,58.344,419.9013158,1.739852368,C3S1,0.801973684,P.S.
156,MEDAK,Toopran,Islampur,17.8772,78.4746,15.6,post monsoon 2019,7.61,650,416,0,280,50,0.62,7.75075,8,31,0.26,104,9.724,299.9835526,0.778189086,C2S1,-0.399671053,P.S.
157,MEDAK,Toopran,Toopran,17.8413,78.4775,8.9,post monsoon 2019,7.08,3070,1964.8,0,380,660,0.37,128.8839,43,185,0.9,360,43.758,1079.925987,2.447636362,C4S1,-13.99851974,P.S.
158,MEDAK,Yeldurthy,Edulapally,17.9672,78.3492,12.65,post monsoon 2019,7.78,867,554.88,0,250,110,0.84,16.43159,15,54,0.17,104,14.586,319.9753289,1.312525279,C3S1,-1.399506579,P.S.
159,MEDAK,Yeldurthy,Kukunoor,17.9146,78.3208,5.3,post monsoon 2019,7.38,973,622.72,0,360,70,0.57,31.97738,16,43,0.2,152,4.862,399.9917763,0.934792218,C3S1,-0.799835526,P.S.
160,MEDAK,Yeldurthy,Ramayapally,17.9453,78.3213,5.8,post monsoon 2019,7.77,529,338.56,0,230,20,0.75,11.20537,9,34,0.12,64,9.724,199.9835526,1.045331268,C2S1,0.600328947,P.S.
161,MEDCHAL,Alwal,Old Alwal,17.494,78.508,6.32,post monsoon 2019,7.48,1169,748.16,,240,120,2.99,178.0458,20,102.98,2.25,96,24.31,339.9588816,2.428353206,C3S1,-1.999177632,P.S.
162,MEDCHAL,Balanagar,Balanagar 1,17.47,78.45,6.75,post monsoon 2019,8.74,1221,781.44,20,330,150,1.58,14.65999,21,210.9,1.8,16,24.31,139.9588816,7.750835363,C3S1,4.200822368,U.S.
163,MEDCHAL,Kukatpally,Kaithalapur,17.47,78.4,3.07,post monsoon 2019,7.45,618,395.52,,190,60,0.69,9.03516,11,24.11,3.65,80,9.724,239.9835526,0.676672669,C2S1,-0.999671053,P.S.
164,MEDCHAL,Kukatpally,Kukatpally 1,17.481,78.397,16.15,post monsoon 2019,7.22,1429,914.56,,490,170,0.66,9.07945,10,113.79,3.33,120,43.758,479.9259868,2.258338966,C3S1,0.201480263,P.S.
165,MEDCHAL,Malkajgiri,Malkajgiri,17.449,78.535,18.69,post monsoon 2019,7.98,1530,979.2,,200,230,2.08,169.1878,27,96.91,4.59,120,43.758,479.9259868,1.923329196,C3S1,-5.598519737,P.S.
166,MEDCHAL,Qutubullapur,Gajularamaram 2,17.53,78.42,1.97,post monsoon 2019,7.53,1024,655.36,,360,70,1.19,37.77937,17,107.8,1,72,24.31,279.9588816,2.80119795,C3S1,1.600822368,MR
169,MEDCHAL,Qutubullapur,Shapurnagar,17.54,78.44,,post monsoon 2019,7.81,634,405.76,,180,80,0.64,19.57618,9,40.17,3.27,40,29.172,219.9506579,1.177636785,C2S1,-0.799013158,P.S.
170,MULUGU,Eturu Nagaram,Eturu Nagaram (D),18.359652,80.440017,11.49,post monsoon 2019,7.42,318,203.52,0,150,20,0.28,3.221090909,12,42,2,40,5,100,1.826086957,C2S1,1,P.S.
171,MULUGU,Eturu Nagaram,Eturu Nagaram (S),18.3374,80.4232,11.29,post monsoon 2019,7.28,405,259.2,0,170,30,0.22,3.623727273,8,53,7,24,9.724,99.98355263,2.304537352,C2S1,1.400328947,MR
172,MULUGU,Govindaraopet,Pasra,18.207438,80.171524,0.97,post monsoon 2019,7.4,1538,984.32,0,530,230,1.18,3.019772727,80,240,2,72,58.344,419.9013158,5.092250833,C3S1,2.201973684,MR
173,MULUGU,Govindaraopet,Project Nagar,18.2616,80.1944,2.9,post monsoon 2019,7.19,1798,1150.72,0,520,210,1.78,87.17077273,216,319,18,64,58.344,399.9013158,6.935638209,C3S1,2.401973684,MR
174,NAGARKURNOOL,Amarabad,Domalapenta,16.211577,78.87839,5.1,post monsoon 2019,6.56,1210,774.4,0,240,170,0.25,132.4271,21,88.3,26.73,120,24.31,399.9588816,1.919663887,C3S1,-3.199177632,P.S.
175,NAGARKURNOOL,Balmur,Balmur,16.331127,78.566382,20.86,post monsoon 2019,7.33,1589,1016.96,0,440,220,1.03,32.73031,16,98.73,2.66,192,24.31,579.9588816,1.782471929,C3S1,-2.799177632,P.S.
176,NAGARKURNOOL,Bijinepalli,Bijinepalli,16.535278,78.196422,19.96,post monsoon 2019,6.82,2950,1888,0,410,470,0.75,407.0251,43,115,3.77,312,82.654,1119.860197,1.494129016,C4S1,-14.19720395,P.S.
177,NAGARKURNOOL,Kalwakuthy,Kalwakuthy,16.667,78.488,15.92,post monsoon 2019,7.39,1438,920.32,0,350,210,2.52,39.99387,21,103,6.01,112,53.482,499.9095395,2.002920338,C3S1,-2.998190789,P.S.
178,NAGARKURNOOL,Kodair,Kodair,16.269624,78.274343,1.06,post monsoon 2019,7.4,1868,1195.52,0,470,240,1.42,147.4857,25,104.43,1.72,136,102.102,759.8273026,1.647175957,C3S1,-5.796546053,P.S.
179,NAGARKURNOOL,Kollapur,Kollapur,16.107,78.306,1.58,post monsoon 2019,7.7,2660,1702.4,0,380,600,0.88,34.72336,35,254.1,2.4,160,92.378,779.84375,3.956152562,C4S1,-7.996875,P.S.
180,NAGARKURNOOL,Lingal,Ambatipally,16.277,78.446,1.55,post monsoon 2019,7.87,2220,1420.8,0,450,360,1.74,103.6386,39,239.2,3,152,48.62,579.9177632,4.31867113,C3S1,-2.598355263,P.S.
181,NAGARKURNOOL,Nagarkurnool,Nagarkurnool,16.491743,78.302619,20.27,post monsoon 2019,6.98,2450,1568,0,410,360,0.9,296.743,39,151.6,3.5,280,34.034,839.9424342,2.274293992,C4S1,-8.598848684,P.S.
182,NAGARKURNOOL,Telkapally,Telkapally,16.435091,78.440307,2.08,post monsoon 2019,7.78,3360,2150.4,0,440,610,0.58,335.2753,54,396,19.6,184,77.792,779.8684211,6.165335043,C4S2,-6.797368421,P.S.
183,NAGARKURNOOL,Thimmajipet,Gummakonda,16.6224,78.19,10.3,post monsoon 2019,7.89,1446,925.44,0,410,110,0.61,211.7062,17,59,0.74,160,48.62,599.9177632,1.047317391,C3S1,-3.798355263,P.S.
184,NAGARKURNOOL,Uppununuthala,Uppununthala,16.450018,78.591328,5.95,post monsoon 2019,7.95,2770,1772.8,0,380,580,0.43,168.7449,38,90,3.35,224,155.584,1199.736842,1.129722233,C4S1,-16.39473684,P.S.
185,NAGARKURNOOL,Veldanda,Veldanda,16.73106,78.5211,30.57,post monsoon 2019,7.77,3270,2092.8,0,470,560,0.76,277.6983,48,216,6,288,82.654,1059.860197,2.884706438,C4S1,-11.79720395,P.S.
186,NALGONDA,Advidevulapally,Ulsaipalem,16.706822,79.499703,0.35,post monsoon 2019,7.73,1330,851.2,,310,200,1.43,24.40379,40,111.11,1.09,80,58.344,439.9013158,2.303285009,C3S1,-2.598026316,P.S.
187,NALGONDA,Anumula,Anumula,16.798786,79.289548,7.75,post monsoon 2019,9.1,2340,1497.6,90,470,190,3.4,313.5732,41.25,439.5,4.8,48,19.448,199.9671053,13.51299959,C4S1,7.200657895,U.S.
188,NALGONDA,Anumula,Chintagudem,16.833094,79.292086,2.43,post monsoon 2019,8.38,1257,804.48,20,250,160,1.47,143.9425,26.25,155.88,1.4,32,58.344,319.9013158,3.789261243,C3S1,-0.998026316,P.S.
189,NALGONDA,Anumula,Rajavaram,16.68016,79.407512,5.86,post monsoon 2019,7.68,2200,1408,,370,400,0.51,12.4012,52.5,180.4,1.9,200,34.034,639.9424342,3.100546455,C3S1,-5.398848684,P.S.
190,NALGONDA,Anumula,Sreerampur,16.729108,79.304637,4.23,post monsoon 2019,8.61,639,408.96,20,180,60,0.84,4.73903,16.5,71.69,2.3,32,19.448,159.9671053,2.46442384,C2S1,0.800657895,P.S.
191,NALGONDA,Chandampet,Chandampet,16.578477,78.888363,9.86,post monsoon 2019,7.6,1594,1020.16,,180,330,1.79,86.3655,38.75,175.5,0.4,104,38.896,419.9342105,3.723562574,C3S1,-4.798684211,P.S.
192,NALGONDA,Chandur,Angadipet,16.984083,79.018416,,post monsoon 2019,8.43,1750,1120,70,500,170,4.1,70.4211,14.5,309,2.8,40,29.172,219.9506579,9.058744502,C3S1,7.000986842,U.S.
193,NALGONDA,Chandur,Bangarigadda,16.984666,79.011361,11.1,post monsoon 2019,8.92,1249,799.36,80,410,80,2.5,33.43895,21.25,251.6,1.5,24,19.448,139.9671053,9.246338965,C3S1,7.000657895,U.S.
194,NALGONDA,Chandur,Chandur,16.9681,79.0601,16.32,post monsoon 2019,8.07,1981,1267.84,,400,260,1.68,237.8373,35,110,2.32,96,126.412,759.7861842,1.735078599,C3S1,-7.195723684,P.S.
195,NALGONDA,Chandur,Sirdepally,17.014888,79.063083,10.13,post monsoon 2019,8.62,1055,675.2,60,270,110,1.43,19.0447,14.25,119.03,4.62,40,43.758,279.9259868,3.093192786,C3S1,1.001480263,P.S.
197,NALGONDA,Devarakonda,Padamtipally,16.67664,78.797379,13.88,post monsoon 2019,7.06,1001,640.64,,270,60,1.16,162.5443,10.25,24.81,4.76,136,29.172,459.9506579,0.502971418,C3S1,-3.799013158,P.S.
200,NALGONDA,Gurrampode,Gurrampode,16.851709,79.091378,1.09,post monsoon 2019,7.19,1686,1079.04,,280,340,0.29,6.86495,52.5,81,0.36,232,24.31,679.9588816,1.35056614,C3S1,-7.999177632,P.S.
202,NALGONDA,K.Mallepally,K.Mallepally,16.729392,78.981033,,post monsoon 2019,8.01,314,200.96,,100,40,0.99,1.90447,10.5,25.21,1.53,32,9.724,119.9835526,1.000654496,C2S1,-0.399671053,P.S.
203,NALGONDA,kanagala,kanagala,16.937341,79.198425,4.15,post monsoon 2019,7.62,569,364.16,,150,60,0.29,11.0725,8.25,17.14,1.29,24,38.896,219.9342105,0.502500603,C2S1,-1.398684211,P.S.
205,NALGONDA,Kattangur,Kattangur,17.161891,79.320303,3.08,post monsoon 2019,7.4,2900,1856,,570,570,1.77,24.22663,40,322.8,0.9,160,87.516,759.8519737,5.091446587,C4S1,-3.797039474,P.S.
208,NALGONDA,Munugode,Kompalli,17.099308,78.993715,5.63,post monsoon 2019,7.72,1438,920.32,,330,230,0.42,37.77937,26.25,104.66,12.93,144,29.172,479.9506579,2.077086575,C3S1,-2.999013158,P.S.
209,NALGONDA,Nakrekal,Arlagaddagudam,17.139111,79.400636,6.71,post monsoon 2019,7.31,2390,1529.6,,330,570,0.41,36.71641,6.5,138.6,4,240,63.206,859.8930921,2.055006331,C4S1,-10.59786184,P.S.
210,NALGONDA,Nakrekal,Nakrekal,17.159338,79.420978,5.53,post monsoon 2019,7.84,1545,988.8,,280,290,0.79,33.48324,33.75,108.67,4.64,144,38.896,519.9342105,2.072085321,C3S1,-4.798684211,P.S.
211,NALGONDA,Nakrekal,Vallabhapur,17.238945,79.479895,1.05,post monsoon 2019,7.87,1365,873.6,,310,140,0.99,196.6476,14.5,53.39,3.97,128,68.068,599.8848684,0.947759467,C3S1,-5.797697368,P.S.
212,NALGONDA,Nalgonda,Mushampally,16.97492,79.32478,3.32,post monsoon 2019,8.49,2049,1311.36,30,180,540,1.42,11.38253,32.5,265.8,4.4,48,92.378,499.84375,5.169041364,C3S1,-5.796875,P.S.
213,NALGONDA,Nalgonda,S L B C G V guda,17.060183,79.300907,2.58,post monsoon 2019,7.3,365,233.6,,120,30,0.23,2.08163,7.75,23.98,2.7,40,4.862,119.9917763,0.951799783,C2S1,0.000164474,P.S.
214,NALGONDA,Nalgonda,Seetarampuram,17.110312,79.216751,10.38,post monsoon 2019,8.1,1165,745.6,,240,130,0.66,140.3993,30,109.95,1.04,64,48.62,359.9177632,2.519798175,C3S1,-2.398355263,P.S.
215,NALGONDA,Narketpalli,Akkenepally,17.290078,79.235645,,post monsoon 2019,7.48,2470,1580.8,,300,570,0.96,39.37381,42.5,280.8,5.1,72,102.102,599.8273026,4.984896579,C4S1,-5.996546053,P.S.
216,NALGONDA,Narketpalli,Narketpalli,17.20025,79.191305,16.1,post monsoon 2019,8.33,826,528.64,10,210,100,3.35,42.69556,7,35.94,7.18,72,38.896,339.9342105,0.847525551,C3S1,-2.398684211,P.S.
217,NALGONDA,Nidamanuru,Nidamanur,16.84,79.285277,3.85,post monsoon 2019,8.1,2270,1452.8,,570,260,2.05,156.3437,52.5,346.3,2.7,72,48.62,379.9177632,7.724668585,C4S1,3.801644737,U.S.
218,NALGONDA,P.A Pally,Angadipet,16.716555,79.084472,4.6,post monsoon 2019,7.47,1483,949.12,,310,190,0.54,145.7141,32.5,101.33,6.44,152,34.034,519.9424342,1.932113233,C3S1,-4.198848684,P.S.
219,NALGONDA,Peddavoora,Velmaguda,16.77852,79.18302,5.52,post monsoon 2019,7.74,1839,1176.96,,460,280,2.17,19.84192,40,249.1,5,64,58.344,399.9013158,5.41588551,C3S1,1.201973684,P.S.
220,NALGONDA,Shaligowraram,P.Kondaram,17.249444,79.423055,7.78,post monsoon 2019,8.26,1503,961.92,,250,280,0.66,79.722,36.25,132.2,1.6,72,72.93,479.8766447,2.623848844,C3S1,-4.597532895,P.S.
221,NALGONDA,Thiparthy,Thipparthy,17.01375,79.418305,1.07,post monsoon 2019,7.81,683,437.12,,280,40,1.56,2.34737,6,70.22,4.51,24,34.034,199.9424342,2.1591385,C2S1,1.601151316,MR
222,NALGONDA,Thiparthy,Mamidala,17.065212,79.465001,8.25,post monsoon 2019,8.01,3180,2035.2,,360,570,1.35,369.3786,46.25,257,129.6,104,145.86,859.7532895,3.810819372,C4S1,-9.995065789,P.S.
224,NARAYANPET,Kosigi,Kosigi,16.984631,77.705505,10.14,post monsoon 2019,7.95,1998,1278.72,,160,440,0.59,180.7032,28.75,56.35,3.57,152,116.688,859.8026316,0.835538949,C3S1,-13.99605263,P.S.
225,NARAYANPET,Maddur,Maddur,16.857,77.607,13.02,post monsoon 2019,7.68,1858,1189.12,,230,410,0.73,33.39466,30,74.13,2.62,192,58.344,719.9013158,1.20123971,C3S1,-9.798026316,P.S.
226,NARAYANPET,Makthal,Makthal,16.500518,77.500096,9.93,post monsoon 2019,8.12,1936,1239.04,,290,350,0.32,175.3884,42.5,102.3,4.19,96,131.274,779.7779605,1.592803934,C3S1,-9.795559211,P.S.
227,NARAYANPET,Marikal,Marikal,16.592044,77.698167,12.67,post monsoon 2019,8.37,614,392.96,,250,30,1.69,6.15631,9.5,81.63,1.98,24,19.448,139.9671053,2.999915142,C2S1,2.200657895,MR
228,NARAYANPET,Narayanpet,Kollampally,16.667939,77.616892,5.78,post monsoon 2019,9.02,954,610.56,60,420,40,2.57,23.65086,8,150.4,0.1,16,53.482,259.9095395,4.056102211,C3S1,4.401809211,U.S.
229,NARAYANPET,Narayanpet,Kotakonda,16.754004,77.637795,3.1,post monsoon 2019,7.5,4350,2784,,250,870,0.53,643.9766,61.25,283.5,6.9,384,116.688,1439.802632,3.248431743,C4S1,-23.79605263,P.S.
230,NARAYANPET,Narayanpet,Narayanapet,16.7423,77.4812,7.23,post monsoon 2019,7.82,1610,1030.4,,410,200,1.72,96.1093,41.25,142.9,2.5,72,82.654,519.8601974,2.724966133,C3S1,-2.197203947,P.S.
231,NARAYANPET,Narva,Narva,16.4706,77.6567,16.34,post monsoon 2019,8.51,2060,1318.4,,510,300,1.23,49.1619,35,239.8,3.3,16,111.826,499.8108553,4.663570008,C3S1,0.203782895,P.S.
232,NARAYANPET,Utkoor,Utkoor,16.6407,77.5003,6.49,post monsoon 2019,8.43,1168,747.52,20,340,130,1.22,11.60398,22.25,167.4,3.4,24,38.896,219.9342105,4.907736344,C3S1,2.801315789,U.S.
233,NARAYANPET,Utkoor,Chinnaporla,16.581217,77.516956,6.81,post monsoon 2019,8.64,1233,789.12,40,340,130,1.95,107.1818,13,96.56,1.84,88,63.206,479.8930921,1.916448583,C3S1,-1.997861842,P.S.
234,NIRMAL,Kadam,Kadam,19.096611,78.775944,1.5,post monsoon 2019,8.13,904,578.56,0,310,80,1.44,44.08868182,94,168,3,32,53.482,299.9095395,4.217803139,C3S1,0.201809211,P.S.
235,NIRMAL,Khanapur,Khanapur,19.047089,78.662131,5.55,post monsoon 2019,8.29,803,513.92,0,360,40,2.04,1.610545455,57,127,6,48,38.896,279.9342105,3.300258032,C3S1,1.601315789,MR
236,NIRMAL,Kubeer,Kubeer,19.2495,77.945833,3,post monsoon 2019,8.27,725,464,0,360,30,0.83,44.69263636,41,86,3,40,58.344,339.9013158,2.028122543,C2S1,0.401973684,P.S.
237,NIRMAL,Kuntala,Kuntala,19.1693,78.1004,10.34,post monsoon 2019,8.26,952,609.28,0,300,140,1.39,59.99281818,68,132,6,40,82.654,439.8601974,2.736457849,C3S1,-2.797203947,P.S.
238,NIRMAL,Laxmanchanda,Laxmanchanda,19.017055,78.460861,2.4,post monsoon 2019,8.23,737,471.68,0,330,70,0.35,15.70281818,69,97,2,40,48.62,299.9177632,2.435245806,C2S1,0.601644737,P.S.
239,NIRMAL,Lokeswaram,Abdullapur,18.9703,78.0378,6.85,post monsoon 2019,8.01,696,445.44,0,230,90,0.38,22.54763636,49,90,4,80,9.724,239.9835526,2.525945258,C2S1,-0.199671053,P.S.
240,NIRMAL,Lokeswaram,Lokeswaram,19.0245,78.0899,8.7,post monsoon 2019,8.19,489,312.96,0,240,20,0.83,11.67645455,26,50,1,16,43.758,219.9259868,1.465898477,C2S1,0.401480263,P.S.
241,NIRMAL,Mamada,Mamada,19.077972,78.522916,1.6,post monsoon 2019,8.28,710,454.4,0,280,50,0.91,13.68963636,76,81,3,32,48.62,279.9177632,2.10495082,C2S1,0.001644737,P.S.
242,NIRMAL,Nirmal,Nirmal,19.092416,78.343527,1.9,post monsoon 2019,8.29,351,224.64,0,120,40,0.28,4.026363636,59,53,8,16,19.448,119.9671053,2.103860519,C2S1,0.000657895,P.S.
243,NIRMAL,Sarangapur,Beeravelly,19.139638,78.261972,9.15,post monsoon 2019,8.15,567,362.88,0,240,40,1.71,29.79509091,54,104,17,24,24.31,159.9588816,3.575208085,C2S1,1.600822368,MR
244,NIRMAL,Tanur,Bhosi,19.109333,77.879444,1.75,post monsoon 2019,8.15,1068,683.52,0,170,150,0.13,159.444,125,112,1,48,82.654,459.8601974,2.270791584,C3S1,-5.797203947,P.S.
245,NIZAMABAD,Armoor,perkit,18.808,78.315,2.4,post monsoon 2019,7.87,1521,973.44,,660,50,1.04,33.57182,13,67,2,88,97.24,619.8355263,1.170061621,C3S1,0.803289474,P.S.
246,NIZAMABAD,Bheemgal,Bheemgal,18.715,78.442,6.78,post monsoon 2019,7.77,2070,1324.8,,510,310,0.81,84.151,23,112,4,104,126.412,779.7861842,1.743823068,C3S1,-5.395723684,P.S.
247,NIZAMABAD,Bodhan,Bodhan,18.6705,77.8925,3.47,post monsoon 2019,7.45,1625,1040,,350,260,0.75,74.8501,36,142,2,160,24.31,499.9588816,2.761171388,C3S1,-2.999177632,P.S.
248,NIZAMABAD,Darpally,Ramadugu,18.613,78.309,4.57,post monsoon 2019,8.06,840,537.6,,280,80,1.1,3.18888,17,73,2,72,19.448,259.9671053,1.968501839,C3S1,0.400657895,P.S.
249,NIZAMABAD,Dichpally,Yanampally,18.627,78.249,1.9,post monsoon 2019,8.05,675,432,,250,40,0.69,19.39902,13,33,2,96,4.862,259.9917763,0.889828473,C2S1,-0.199835526,P.S.
250,NIZAMABAD,Indalwai,Gannaram,18.512497,78.234885,2.52,post monsoon 2019,7.85,1098,702.72,,370,90,1.44,28.74421,23,96,2,104,14.586,319.9753289,2.333378274,C3S1,1.000493421,P.S.
251,NIZAMABAD,Jakrampally,Jakrampally,18.7072,78.2716,2.62,post monsoon 2019,8.02,627,401.28,,230,40,0.85,13.95135,14,28,2,96,4.862,259.9917763,0.755005977,C2S1,-0.599835526,P.S.
252,NIZAMABAD,Kammarapalli,Inayathnagar,18.708681,78.564875,1.75,post monsoon 2019,7.87,1123,718.72,,60,260,1.66,150.586,34,120,7,88,19.448,299.9671053,3.012427434,C3S1,-4.799342105,P.S.
253,NIZAMABAD,Kotagiri,Kallur,18.515955,77.77381,6.67,post monsoon 2019,7.46,885,566.4,,360,30,0.79,9.87667,22,107,1,40,29.172,219.9506579,3.136846802,C3S1,2.800986842,U.S.
